customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
167,Female,1,Yes,Yes,45,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,63.013700469360366,3826.4777596901426,Yes
168,Male,0,No,No,15,Yes,No,No,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,24.581505295917292,4246.947874150018,Yes
169,Female,1,No,Yes,5,No,No,DSL,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,41.30914455837967,7143.831574117557,No
170,Male,0,Yes,No,42,No,No,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),88.28578534173171,5213.293743843216,No
171,Male,1,No,Yes,19,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.94127734907772,2330.5066701800956,No
172,Male,0,No,No,58,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,46.82425031268044,7934.799228673256,Yes
173,Male,0,No,Yes,23,Yes,No phone service,No,Yes,No,Yes,No,No internet service,No,One year,Yes,Mailed check,58.65060313186745,3937.3290553659604,No
174,Female,0,No,No,44,No,No,DSL,No internet service,No internet service,No,Yes,Yes,Yes,One year,No,Mailed check,90.8177865661383,7385.38312271216,Yes
175,Male,0,Yes,No,5,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,104.40076827602992,7644.182218711563,No
176,Female,0,No,Yes,4,Yes,No phone service,No,No internet service,No,No,No internet service,No,No internet service,One year,No,Electronic check,70.48623783657261,5717.8508619957765,No
177,Female,1,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),111.4782997080007,7692.668174232773,No
178,Male,0,No,Yes,35,No,Yes,No,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),62.83410464612573,6831.36269795584,No
179,Male,1,No,No,36,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No,Two year,No,Mailed check,86.4804551647624,4201.429291524681,Yes
180,Female,1,No,Yes,33,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),41.53282140624938,5366.5635538138185,Yes
181,Female,1,Yes,No,10,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),111.69407118268964,2214.5848751989242,Yes
182,Male,0,Yes,No,31,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.52617522707769,5305.860731606161,Yes
183,Male,1,Yes,No,62,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,100.80424845423622,6217.5825925762665,No
184,Female,0,Yes,No,18,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),83.04124668198848,7161.165458488973,Yes
185,Female,0,No,No,39,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),44.6889036621756,7982.246362616326,No
186,Male,1,Yes,Yes,14,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),56.01092024480416,1633.1714433911059,No
187,Female,1,Yes,Yes,28,No,Yes,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,67.31551151957552,2752.844393054753,No
188,Male,1,No,No,61,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),79.26059456759248,4532.600293433356,No
189,Female,1,No,No,35,No,No,No,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,68.58947447592766,2278.8903914423395,Yes
190,Male,1,No,Yes,32,No,No phone service,Fiber optic,No,No,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),38.291034530974606,7136.194220172471,No
191,Female,1,No,No,61,No,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),31.125548378565348,1075.404958697899,No
192,Male,0,Yes,No,5,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,88.37528900403815,1358.4958052888871,No
193,Male,0,No,Yes,40,No,Yes,No,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),114.68743722340531,7661.383403350942,Yes
194,Male,0,No,No,22,No,No phone service,No,No internet service,No internet service,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),98.12401439169854,2667.64701657168,No
195,Male,1,Yes,No,65,Yes,No phone service,No,No internet service,No internet service,No,No,No,Yes,One year,Yes,Bank transfer (automatic),45.04263769707842,5738.372930367924,No
196,Female,1,No,Yes,11,Yes,Yes,No,Yes,No,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),88.89388826117572,5920.541076218049,No
197,Female,0,No,Yes,48,Yes,No,No,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,72.11512350733938,4840.442393036093,Yes
198,Male,0,No,No,58,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Mailed check,44.735858870058976,2327.7227346833592,No
199,Male,1,No,No,64,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Two year,No,Mailed check,76.88598118833261,2155.806470945141,No
200,Male,1,No,Yes,69,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,88.19791886207686,4855.2575209553015,No
201,Female,1,No,Yes,7,No,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),82.76670176457168,4942.684374954559,Yes
202,Male,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,34.95189929647129,3910.5293790681067,No
203,Female,1,Yes,No,17,No,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),34.87800455144596,7140.451444606346,No
204,Male,1,No,No,72,No,Yes,DSL,No,Yes,No internet service,No internet service,No,No internet service,One year,No,Mailed check,66.98136823156497,1365.0759582185126,Yes
205,Female,0,No,Yes,4,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No,One year,No,Electronic check,102.37121184742318,2642.318371458231,No
206,Male,0,Yes,Yes,40,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,90.04696426062947,1028.656059542042,No
207,Female,1,No,No,15,Yes,No phone service,DSL,No,No,Yes,No,No,No internet service,One year,No,Credit card (automatic),75.11128740395452,6825.33244719994,Yes
208,Male,0,Yes,Yes,5,No,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,22.7571356483738,1740.0908744779395,No
209,Male,1,Yes,No,47,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Two year,Yes,Mailed check,116.54706557664767,2600.9081063679955,Yes
210,Male,1,No,No,11,No,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,One year,Yes,Mailed check,100.62918272152983,5608.003141996374,No
211,Male,0,Yes,Yes,15,No,Yes,No,No,No internet service,Yes,No,No,No internet service,One year,No,Electronic check,60.302366389319175,5641.703223043903,No
212,Male,1,Yes,Yes,43,No,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Two year,No,Credit card (automatic),88.98827450368269,7371.350426078632,No
213,Male,1,No,Yes,41,No,No,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,46.76124992400816,6562.0840647790055,No
214,Female,0,No,No,2,Yes,No,No,No internet service,Yes,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),51.40853461998867,7406.359209568873,No
215,Female,0,No,Yes,70,No,Yes,DSL,No,No internet service,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),110.16468182994012,7193.141608923618,No
216,Female,0,No,Yes,30,No,No phone service,No,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,96.15721169834677,2079.310569916147,No
217,Female,1,No,No,16,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),31.898375406297138,1974.8357706178824,Yes
218,Male,1,Yes,No,66,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),65.03966399647501,3166.670951333967,No
219,Male,0,No,Yes,69,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,One year,No,Mailed check,88.07781396243323,5228.505252908376,No
220,Male,1,No,No,67,No,No phone service,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,24.14190275777995,4513.3829387331225,Yes
221,Male,0,No,No,22,No,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),104.92958403307065,6925.674538420398,No
222,Female,0,No,Yes,32,No,No,No,Yes,No,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),91.86859705559178,461.9282684309452,No
223,Male,0,Yes,No,66,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),93.76901379803337,3836.2768671622252,No
224,Female,1,No,Yes,6,Yes,No,No,No,Yes,No,No internet service,Yes,No internet service,One year,No,Electronic check,116.83397274621083,1174.8557698482487,Yes
225,Male,1,No,No,46,No,No phone service,DSL,Yes,No,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),59.078800273267575,1704.3084296220293,No
226,Male,1,Yes,No,71,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,111.99041833389731,4013.517608703854,No
227,Female,1,No,No,19,No,Yes,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,112.84918911745417,3330.8622909684077,No
228,Male,0,No,No,9,Yes,No,No,No,No,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),84.14293182038816,393.07814892873984,No
229,Male,1,No,No,67,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),18.603935096268803,1220.0879912876394,No
230,Female,1,Yes,Yes,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,88.72696263581786,3512.3202825837698,No
231,Male,1,Yes,No,19,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,47.35578857134452,7207.382934229551,No
232,Female,0,Yes,No,63,No,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),56.756800526503355,3760.1691900231285,No
233,Male,1,No,Yes,27,Yes,No phone service,No,No internet service,No,Yes,No,Yes,No internet service,Two year,No,Mailed check,89.29466345802042,5004.472781826616,No
234,Male,1,Yes,No,66,Yes,No,No,No,Yes,No internet service,No,No,No internet service,Two year,No,Mailed check,73.61770815786257,7416.9005562294515,No
235,Female,0,No,No,30,No,No phone service,DSL,No,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,88.93844458501754,5683.875950059341,No
236,Female,0,No,No,44,No,No,No,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,42.514542522885925,4713.455566362799,No
237,Male,1,No,No,30,No,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,One year,No,Electronic check,48.79636266130699,1437.6541263837114,No
238,Male,0,Yes,Yes,31,No,Yes,No,Yes,No,No internet service,No,No,No internet service,Two year,No,Electronic check,90.80714679745799,3842.1476192607442,No
239,Male,1,Yes,Yes,55,Yes,Yes,No,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),64.3867429753055,1545.160643091401,No
240,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Two year,No,Electronic check,33.664177075945545,1847.553171955093,No
241,Female,1,No,No,53,Yes,Yes,No,No,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),80.0709707464772,4194.767131257877,No
242,Male,1,No,Yes,34,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,65.05887047080782,6912.701656853126,No
243,Female,1,No,No,63,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),68.68075341601426,4988.974474567983,Yes
244,Female,0,No,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No internet service,One year,Yes,Electronic check,25.31396869098582,5239.588875420498,No
245,Male,0,No,No,11,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,43.9996177648615,5012.444062961563,No
246,Male,0,No,Yes,8,No,No phone service,No,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,100.4496978765664,1889.0092949623545,Yes
247,Male,0,Yes,Yes,27,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),112.66864079588768,2068.5864697117054,No
248,Female,1,No,Yes,51,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,No,Electronic check,26.88181919107548,3862.29119999035,No
249,Female,1,No,No,15,No,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,One year,No,Credit card (automatic),53.87340202503245,3341.97035441675,No
250,Male,0,No,No,70,No,No,No,No internet service,No,No,No internet service,Yes,No,Two year,Yes,Electronic check,49.19600710404689,3062.8167201181636,No
251,Male,0,No,Yes,17,Yes,No,No,Yes,No,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,92.7204493868196,2174.4389503038547,No
252,Male,0,Yes,Yes,71,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),83.71094098199346,2990.752382108291,No
253,Female,1,No,Yes,21,No,No phone service,No,Yes,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),58.744760235147545,6901.8374912136105,Yes
254,Male,0,Yes,Yes,72,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),89.77791521367573,1639.3833618188112,No
255,Male,0,No,No,59,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.60819223140426,1056.9493126254513,No
256,Female,1,Yes,Yes,31,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,No,Two year,Yes,Bank transfer (automatic),65.87751944355345,665.5661519146305,No
257,Male,1,Yes,Yes,28,No,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,44.69443243591505,3934.1658542309506,No
258,Male,0,Yes,No,47,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,85.03063638120052,1093.4089785311905,No
259,Female,1,No,No,37,Yes,Yes,DSL,No internet service,No,Yes,No,No,No internet service,Two year,No,Mailed check,59.352378704516504,4167.784672958906,No
260,Female,1,No,No,48,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,104.10369579627363,1483.1508626358282,No
261,Female,0,Yes,No,52,Yes,No phone service,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),118.60014665934332,6013.057458321363,Yes
262,Female,0,Yes,Yes,58,No,Yes,Fiber optic,No,No internet service,No,No,No,Yes,One year,Yes,Credit card (automatic),46.93265298250178,4106.5893005127255,No
263,Male,1,No,No,2,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),96.49514410409215,7826.622369941264,Yes
264,Male,1,Yes,No,53,No,No,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,61.2999430794995,2526.3038990109426,No
265,Male,0,Yes,No,14,No,No,DSL,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,27.81634635929245,2466.1800180122686,No
266,Female,1,No,Yes,51,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,69.56933788393509,6898.524663382505,Yes
267,Female,1,Yes,No,36,Yes,Yes,No,No,No,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),75.18712047718508,7049.233002546694,No
268,Female,0,No,Yes,34,No,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Two year,No,Mailed check,35.898423979581274,3226.774194775673,No
